164543,0
113370,0
123328,0
138277,0
175555,0
70286,0
111068,0
86192,0
110344,0
143681,0
4718,0
10869,0
17582,0
17686,0
22295,0
26090,0
32581,0
108451,0
166658,0
12991,0
58704,0
87276,0
91691,0
115245,0
132323,0
28558,0
79185,0
161211,0
22276,0
31597,0
31601,0
32224,0
50794,0
58242,0
58252,0
61630,0
64990,0
85161,0
85175,0
150065,0
158975,0
162345,0
162497,0
33434,0
75424,0
75483,0
77240,0
120119,0
139358,0
145403,0
158459,0
161561,0
129217,0
39370,0
66344,0
95316,0
95322,0
111670,0
111857,0
31464,0
62692,0
91009,0
98401,0
173336,0
10725,0
21546,0
21595,0
47523,0
53553,0
105103,0
46765,0
71732,0
103104,0
122588,0
4520,0
164149,0
135999,0
1124,0
61060,0
83879,0
34754,0
45072,0
50870,0
128851,0
92074,0
92140,0
92217,0
31688,0
170057,0
10768,0
21544,0
22001,0
47148,0
47557,0
92486,0
134698,0
142077,0
33418,0
55127,0
60443,0
134147,0
40495,0
42952,0
50346,0
55153,0
55165,0
60912,0
101986,0
102692,0
108190,0
132236,0
86139,0
157048,0
159148,0
26350,0
43325,0
51806,0
52018,0
171374,0
42408,0
174004,0
3343,0
5569,0
31001,0
31031,0
43601,0
63126,0
63247,0
73000,0
76353,0
77914,0
114425,0
121605,0
129750,0
147602,0
1026,0
11192,0
16249,0
21582,0
28605,0
32448,0
37902,0
42651,0
42691,0
42699,0
42702,0
42710,0
42718,0
42720,0
42725,0
42731,0
42739,0
42743,0
42748,0
42752,0
42759,0
42788,0
42801,0
42825,0
42828,0
42832,0
42835,0
42841,0
42866,0
42870,0
42878,0
42925,0
42929,0
42934,0
42940,0
42943,0
42980,0
42991,0
42998,0
43001,0
43004,0
46110,0
47551,0
63784,0
70102,0
80443,0
85885,0
108962,0
134757,0
140091,0
165426,0
170035,0
67847,0
102524,0
139397,0
153684,0
133687,0
159245,0
40990,0
163357,0
20674,0
21260,0
51055,0
61920,0
99057,0
100290,0
142151,0
138268,0
171723,0
3761,0
102532,0
102628,0
12133,0
68389,0
113867,0
147441,0
77691,0
145085,0
8576,0
153226,0
68251,0
97774,0
174965,0
10386,0
5245,0
9633,0
31268,0
57920,0
67115,0
115914,0
127510,0
128915,0
19779,0
47485,0
169941,0
16811,0
3992,0
73551,0
73809,0
170013,0
75779,0
24501,0
36650,0
39140,0
39143,0
39174,0
41070,0
41074,0
42000,0
44985,0
44988,0
44995,0
52574,0
79368,0
81015,0
90554,0
91135,0
91136,0
91137,0
91138,0
102168,0
141498,0
141913,0
141916,0
15694,0
58259,0
116245,0
153210,0
172092,0
2741,0
2747,0
2786,0
2787,0
2846,0
2947,0
6983,0
10794,0
11044,0
15061,0
21598,0
21635,0
137642,0
139829,0
21035,0
73626,0
131158,0
43448,0
51623,0
114931,0
13693,0
13701,0
13702,0
13875,0
24894,0
25324,0
25356,0
31962,0
46542,0
58251,0
80564,0
97604,0
121541,0
136051,0
136073,0
146902,0
146941,0
167385,0
45639,0
16072,0
89619,0
94926,0
8875,0
8878,0
8883,0
18883,0
45102,0
96489,0
133691,0
143439,0
168877,0
47968,0
164083,0
128326,0
144202,0
6513,0
4752,0
39799,0
152686,0
158595,0
81310,0
144262,0
155659,0
72779,0
111159,0
165263,0
138352,0
152700,0
167180,0
169913,0
175759,0
34693,0
68853,0
71143,0
98562,0
5341,0
38594,0
21653,0
32454,0
38179,0
47609,0
59166,0
102129,0
114438,0
128476,0
133829,0
133830,0
158118,0
60790,0
88947,0
153553,0
93140,0
114671,0
131938,0
167553,0
134590,0
34577,0
52985,0
56436,0
234,0
700,0
74933,0
95703,0
96473,0
158065,0
14338,0
171919,0
172215,0
172579,0
16018,0
25233,0
70040,0
70079,0
92729,0
100049,0
100812,0
114426,0
147704,0
149963,0
151490,0
151632,0
153825,0
2022,0
14175,0
44569,0
62073,0
63147,0
75939,0
122037,0
167476,0
21940,0
87330,0
87331,0
92662,0
92684,0
100786,0
21499,0
79430,0
79435,0
79438,0
80306,0
80405,0
80420,0
118486,0
140708,0
164977,0
134387,0
34651,0
34724,0
34832,0
51818,0
56833,0
17021,0
22857,0
22862,0
35017,0
36234,0
36431,0
89164,0
14589,0
14749,0
119896,0
151157,0
18334,0
61112,0
127586,0
139369,0
139394,0
149367,0
42965,0
55902,0
84129,0
92308,0
92311,0
96154,0
115688,0
62198,0
63296,0
103218,0
109613,0
93880,0
57655,0
66449,0
71576,0
108378,0
69845,0
82781,0
3981,0
13453,0
158388,0
5852,0
76833,0
14848,0
56788,0
